#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.bike_name,ltable.city_posted,ltable.km_driven,ltable.price,ltable.color,rtable.bike_name,rtable.city_posted,rtable.km_driven,rtable.price,rtable.color
3110202,42719,29878,Hero Honda Glamour,Delhi,22000,20000,Red,Hero Honda CBZ extreme Self,Delhi,22700,32000,Black
3112583,42720,20119,Hero Honda Cbz Xtreme Self Start,Delhi,31000,36999,Black,Hero Honda CBZ extreme Self,Delhi,31000,50000,Red
3112619,42720,20532,Hero Honda Cbz Xtreme Self Start,Delhi,31000,36999,Black,Honda CBF Stunner Self,Delhi,32000,30000,Black
3112723,42720,21803,Hero Honda Cbz Xtreme Self Start,Delhi,31000,36999,Black,Hero Honda CBZ extreme Self,Delhi,30000,45000,Black
3112840,42720,23310,Hero Honda Cbz Xtreme Self Start,Delhi,31000,36999,Black,Hero Honda CBZ extreme Self,Delhi,31000,45000,Red
3122711,42723,25545,Hero Honda Passion Pro,Delhi,50000,25000,Black,Hero Honda CBZ Disc,Delhi,50000,20000,black/yellow
3122712,42723,25546,Hero Honda Passion Pro,Delhi,50000,25000,Black,Hero Honda CBZ Disc,Delhi,50000,20000,black
3126348,42724,29979,Honda Dream Neo Self Drum Alloy,Delhi,14850,35999,Parpal,Hero Splendor PRO Self Alloy,Delhi,14000,48000,black
3128680,42725,19772,Honda CBR 150R Deluxe,Delhi,6000,79999,Orange,Honda Activa Deluxe,Delhi,6700,480000,black
3129656,42725,30803,Honda CBR 150R Deluxe,Delhi,6000,79999,Orange,Honda CB Trigger CBS,Delhi,5000,65000,Red
3130365,42726,2300,Honda CB Twister Kick Drum Alloy,Delhi,30000,25000,Blue,Honda CBF Stunner Kick,Delhi,29000,40000,Dark Grey/Black
3131123,42726,11233,Honda CB Twister Kick Drum Alloy,Delhi,30000,25000,Blue,Honda CB Twister Drum/Electric start,Delhi,30500,31000,Green
3133591,42727,2291,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Hero Impulse Standard,Delhi,8000,60000,red
3133683,42727,3272,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Hero Impulse Standard,Delhi,9000,53000,green (IMPULSE)
3133684,42727,3274,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Hero Impulse Standard,Delhi,9000,53000,green (IMPULSE)
3133691,42727,3368,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Yamaha YBR 110 Standard,Delhi,9000,37000,black
3134336,42727,11100,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Hero Karizma ZMR Standard,Delhi,9000,70000,BLACK
3134479,42727,12834,Honda CBR 150R Standard,Delhi,8900,83000,RedAndWhite,Yamaha FZ16 Standard,Delhi,8800,55000,Red
3136938,42728,3595,Honda CBR 150R Standard,Delhi,13675,100000,WhiteAndRed,Yamaha FZ16 Standard,Delhi,14000,43000,Red
3138000,42728,15766,Honda CBR 150R Standard,Delhi,13675,100000,WhiteAndRed,Yamaha FZ16 Standard,Delhi,13500,60000,black
3138217,42728,18141,Honda CBR 150R Standard,Delhi,13675,100000,WhiteAndRed,Hero Honda Xtreme Standard,Delhi,13500,62000,black
3150062,42733,5859,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Electra 5s,Delhi,5400,150000,Black
3151252,42733,19647,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Classic 350 Standard,Delhi,3900,110000,silver
3151291,42733,19990,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Classic 350 Standard,Delhi,5500,140000,BLACK
3151328,42733,20411,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Thunderbird 500 Standard,Delhi,5700,155000,Black Flicker
3152067,42733,28896,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Electra Twinspark Standard,Delhi,5500,95000,black
3152434,42733,32717,Royal Enfield Classic Desert Storm 500,Delhi,4800,140000,DesertStorm,Royal Enfield Classic 350 Standard,Delhi,5700,120000,black
3172108,42740,35564,TVS Apache 2007-2011 150,Delhi,33000,14999,SliverAndBlack,TVS Apache Kick,Delhi,34000,19000,black
3172725,42741,7045,Yamaha Fazer Sport,Delhi,27500,45000,Black,Yamaha FZ16 Standard,Delhi,27010,36500,RED AND BLACK
3175144,42741,33809,Yamaha Fazer Sport,Delhi,27500,45000,Black,Yamaha FZ S Standard,Delhi,28000,35000,Metallic Grey & Red
3175145,42741,33813,Yamaha Fazer Sport,Delhi,27500,45000,Black,Yamaha FZ S Standard,Delhi,28000,35000,Metallic grey & red
3179353,42743,9204,Yamaha YZF R15 Version 2.0,Delhi,20000,62000,Red,Yamaha YZF R15 V 2.0,Delhi,20009,80000,black
3179897,42743,15189,Yamaha YZF R15 Version 2.0,Delhi,20000,62000,Red,Yamaha YZF R15 V 2.0,Delhi,19000,75000,Blue
3181323,42743,31163,Yamaha YZF R15 Version 2.0,Delhi,20000,62000,Red,Yamaha YZF R15 V 2.0,Delhi,20000,80000,Flaming Red
3189516,42746,14530,Yamaha YZF R15,Delhi,22000,65000,Red,Yamaha SZ R Standard,Delhi,23000,55000,white
3189649,42746,15911,Yamaha YZF R15,Delhi,22000,65000,Red,Yamaha FZ S Standard,Delhi,22000,60000,WHITE/RED
3191420,42746,35128,Yamaha YZF R15,Delhi,22000,65000,Red,Yamaha SZ R Standard,Delhi,21000,30000,black
3191429,42746,35222,Yamaha YZF R15,Delhi,22000,65000,Red,Yamaha SZ R Standard,Delhi,21000,30000,black
3193761,42747,26280,Yamaha YZF R15 Version 2.0,Delhi,7600,88000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,6600,90000,SILVER BLUE
3210026,42802,27705,Hero Honda Passion Pro,Delhi,28927,35000,Black,Hero Passion PRO Disc Brake Electric Start,Delhi,29000,40000,BHG
3212968,42803,24485,Hero Honda Splendor Plus,Delhi,10000,39999,Black,Hero Splendor PRO Electric Start,Delhi,11000,36000,Black
3213268,42803,27834,Hero Honda Splendor Plus,Delhi,10000,39999,Black,Hero Honda Karizma Standard,Delhi,10000,40000,YELLOW
3219113,42805,20586,Hero Honda Cd Deluxe,Delhi,80000,20000,Red,Hero Honda CD Deluxe Standard,Delhi,80000,16000,red
3222778,42806,25979,Hero Honda Cbz Xtreme Self Start,Delhi,18000,23999,BlackAndRed,Hero Honda CBZ extreme Self,Delhi,19000,35000,Black
3223603,42806,34441,Hero Honda Cbz Xtreme Self Start,Delhi,18000,23999,BlackAndRed,Hero Honda Karizma ZMR Standard,Delhi,19000,61000,white
3225327,42808,17964,Hero Honda Glamour,Delhi,19500,25000,RedAndBlack,Hero Honda Karizma Standard,Delhi,19000,35000,black
3225381,42808,18580,Hero Honda Glamour,Delhi,19500,25000,RedAndBlack,Hero Honda Glamour Alloy Disc Self,Delhi,20000,30000,Red Black
3228072,42809,12952,Hero Honda Glamour,Delhi,30000,24999,Red,Hero Honda Splendor NXG Standard,Delhi,30000,28000,black
3228635,42809,18922,Hero Honda Glamour,Delhi,30000,24999,Red,Hero Honda Passion PRO Standard,Delhi,30000,35000,Red
3228695,42809,19617,Hero Honda Glamour,Delhi,30000,24999,Red,Hero Honda Splendor Plus Drum,Delhi,30000,27000,Black
3229827,42809,32156,Hero Honda Glamour,Delhi,30000,24999,Red,Hero Honda Passion PRO Standard,Delhi,30000,25000,Silver
3232632,42810,27847,Hero Honda Passion Pro,Delhi,45000,20000,Blue,Hero Honda Splendor Plus Disc,Delhi,45000,25000,Black
3233038,42810,31980,Hero Honda Passion Pro,Delhi,45000,20000,Blue,Hero Honda Karizma ZMR Standard,Delhi,45000,25000,black
3238913,42812,25979,Hero Honda Passion Pro,Delhi,18000,28000,Black,Hero Honda CBZ extreme Self,Delhi,19000,35000,Black
3239738,42812,34441,Hero Honda Passion Pro,Delhi,18000,28000,Black,Hero Honda Karizma ZMR Standard,Delhi,19000,61000,white
3245236,42815,24478,Honda CB Trigger STD,Delhi,12000,50000,Red,Honda CB Trigger CBS,Delhi,12000,62000,Black
3245303,42815,25067,Honda CB Trigger STD,Delhi,12000,50000,Red,Honda CB Twister Drum/Electric start,Delhi,11500,48000,Grey
3245654,42815,28921,Honda CB Trigger STD,Delhi,12000,50000,Red,Honda CB Twister Disc/Electric start,Delhi,11500,45000,grey
3249697,42818,1507,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Yamaha SZ X Standard,Delhi,17200,38000,black
3249839,42818,3135,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Yamaha Fazer Standard,Delhi,18000,65000,red and silver
3251221,42818,18888,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Honda CB Unicorn Dazzler Standard,Delhi,18000,55000,black
3251381,42818,20539,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Yamaha FZ S Standard,Delhi,17000,41000,orange black
3251434,42818,21102,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Hero Honda Passion PRO Standard,Delhi,17000,35000,black blue
3252606,42818,33981,Honda CBR 250R Standard,Delhi,18000,89999,RedAndSliver,Hero Honda Passion PRO Standard,Delhi,17000,40000,Black
3253964,42819,13703,Royal Enfield Bullet Electra Twinspark,Delhi,10000,85000,Silver,Royal Enfield Thunderbird Twinspark Standard,Delhi,10000,110000,Silver
3254514,42819,19641,Royal Enfield Bullet Electra Twinspark,Delhi,10000,85000,Silver,Royal Enfield Classic 500 Standard,Delhi,9500,115000,Black
3255416,42819,29864,Royal Enfield Bullet Electra Twinspark,Delhi,10000,85000,Silver,Royal Enfield Thunderbird 500 Standard,Delhi,9000,140000,Matt Black
3256903,42820,10432,Royal Enfield Classic 350,Delhi,23700,89999,Black,Royal Enfield Bullet Electra Twinspark Disc/Electric start,Delhi,23000,80000,silver
3256978,42820,11258,Royal Enfield Classic 350,Delhi,23700,89999,Black,Royal Enfield Classic 350 Standard,Delhi,23000,80000,silver
3260744,42821,17145,Royal Enfield Bullet Electra Twinspark,Delhi,37000,90000,Black,Royal Enfield Electra 5 S Drum Kick,Delhi,37300,82000,Grey
3263226,42823,8786,Royal Enfield Bullet 350,Delhi,10000,95000,Black,Royal Enfield Classic 500 Chrome,Delhi,9200,130000,Green
3263339,42823,10187,Royal Enfield Bullet 350,Delhi,10000,95000,Black,Royal Enfield Classic 500 Standard,Delhi,9000,135000,Ocean green
3264348,42823,21247,Royal Enfield Bullet 350,Delhi,10000,95000,Black,Royal Enfield Classic 350 Standard,Delhi,10750,95000,black
3267676,42824,22493,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Thunderbird 350 Disc,Delhi,7000,125000,Black
3267795,42824,24017,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Bullet 350 Standard,Delhi,6000,100000,Black
3268029,42824,26748,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Thunderbird 350 Standard,Delhi,6500,130000,marine blue
3268140,42824,27982,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Thunderbird 350 Disc Self,Delhi,5000,130000,Black
3268223,42824,28730,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Classic 350 Standard,Delhi,6800,160000,ash (white)
3268382,42824,30386,Royal Enfield Classic 350,Delhi,6000,120000,Silver,Royal Enfield Thunderbird 350 Disc,Delhi,5670,110000,Black
3272719,42826,6433,Royal Enfield Bullet Electra Twinspark,Delhi,25000,84999,MatBlack,Royal Enfield Electra 5s,Delhi,24000,80000,black
3277771,42827,27496,TVS Apache RTR 180 ABS,Delhi,11000,79000,White,TVS Apache RTR 160 Rear Disc Brake,Delhi,10000,63000,white
3281853,42828,35866,TVS Apache RTR 180,Delhi,21000,55000,White,TVS Apache RTR 180 Standard,Delhi,20000,60000,white
3283818,42829,22554,Yamaha FZ16,Delhi,18600,49999,Black,Yamaha FZ S Standard,Delhi,19000,55000,Black Green
3289237,42831,11184,Yamaha Fazer Sport,Delhi,35000,30000,Orange,Yamaha FZ16 Standard,Delhi,35000,30000,Red
3289621,42831,15264,Yamaha Fazer Sport,Delhi,35000,30000,Orange,Yamaha FZ16 Standard,Delhi,35000,35000,red
3290245,42831,22244,Yamaha Fazer Sport,Delhi,35000,30000,Orange,Yamaha FZ S Standard,Delhi,36000,40000,yellow black
3290656,42831,27193,Yamaha Fazer Sport,Delhi,35000,30000,Orange,Yamaha FZ16 Standard,Delhi,36000,30000,black
3291092,42831,31728,Yamaha Fazer Sport,Delhi,35000,30000,Orange,Yamaha FZ16 Standard,Delhi,35000,35000,red
3291666,42832,1762,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha SZ R Standard,Delhi,15000,47000,black with white
3292636,42832,13185,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha YZF R15 V 2.0,Delhi,15000,80000,Black
3292837,42832,15144,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha Fazer Standard,Delhi,16000,71000,Black and silver
3292871,42832,15472,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha Fazer Standard,Delhi,15000,60000,RED
3293625,42832,24203,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha Fazer Standard,Delhi,14000,60000,black
3293668,42832,24717,Yamaha SZ RR,Delhi,15000,40000,Red,Yamaha Fazer Standard,Delhi,16000,65000,Black
3295519,42833,9123,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha Fazer Standard,Delhi,30000,50000,blue
3295850,42833,13028,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ S Standard,Delhi,29000,40000,red & gray
3296630,42833,21472,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha Fazer Standard,Delhi,30000,45000,Black
3297125,42833,27444,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ16 Standard,Delhi,28000,35000,black
3297140,42833,27559,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ16 Standard,Delhi,28940,37000,Red black grey
3297158,42833,27716,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ S Standard,Delhi,28000,40000,black and green
3297165,42833,27774,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ16 Standard,Delhi,28940,35000,Red black grey
3297522,42833,31503,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha Fazer Standard,Delhi,30000,45000,Black
3297843,42833,34599,Yamaha Fazer Sport,Delhi,29000,40000,Black,Yamaha FZ16 Standard,Delhi,30000,30000,black
3298308,42907,3713,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,50000,30000,black
3299339,42907,15675,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,49000,13500,Black
3299560,42907,18033,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,50000,300000,black
3299630,42907,18925,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,49000,25000,BLACK
3299636,42907,19004,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,50000,24000,Black
3300309,42907,26838,Bajaj Pulsar 150 NS,Delhi,50000,23999,Black,Bajaj Pulsar 150 Kick Start,Delhi,50000,17000,BLACK
3302126,42908,10926,Bajaj Pulsar 180cc Dtsi,Delhi,11000,49999,Blue,Bajaj Pulsar NS200 Standard,Delhi,11000,85000,Tosca Red
3302723,42908,17471,Bajaj Pulsar 180cc Dtsi,Delhi,11000,49999,Blue,Bajaj Pulsar NS200 Standard,Delhi,10000,70000,black
3302914,42908,19571,Bajaj Pulsar 180cc Dtsi,Delhi,11000,49999,Blue,Bajaj Pulsar 150 DTS- i Standard,Delhi,12000,60000,black
3304437,42908,35858,Bajaj Pulsar 180cc Dtsi,Delhi,11000,49999,Blue,Bajaj Pulsar 135 LS Standard,Delhi,12000,40000,purple blue
3304470,42909,542,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar 150 DTS- i,Delhi,30000,45000,black
3305448,42909,11969,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar 220 Fi Standard,Delhi,30000,65,midnight black
3305940,42909,17385,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar 220 DTS-i Standard,Delhi,30000,70000,Blue
3306086,42909,18936,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar 150 DTS- i Standard,Delhi,28000,35000,blue
3306743,42909,26687,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,30000,60000,Blue
3306822,42909,27560,Bajaj Pulsar 180cc Dtsi,Delhi,29000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,30000,62000,Black
3310770,42910,34778,Bajaj Pulsar 150cc Dtsi,Delhi,23000,46999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,22700,52000,silver black
3311666,42911,9285,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,3000,78000,Blue
3312178,42911,14962,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,4700,75000,red
3312305,42911,16332,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar 150 Kick Start,Delhi,4800,68000,black
3312875,42911,22684,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,4000,60000,red-black
3313125,42911,25877,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,3600,68000,BLUE
3313666,42911,31607,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,4000,75000,yellow
3313755,42911,32440,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,4500,70000,Red
3313769,42911,32573,Bajaj Pulsar 150cc Dtsi,Delhi,4000,35000,Red,Bajaj Pulsar NS200 Standard,Delhi,4000,75000,yellow
3314952,42912,9910,Bajaj Pulsar 150cc Dtsi,Delhi,50000,9999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,50000,25000,black
3315620,42912,17375,Bajaj Pulsar 150cc Dtsi,Delhi,50000,9999,Black,Bajaj Pulsar 150 DTS- i Kick Start,Delhi,50000,20000,grey
3316413,42912,26582,Bajaj Pulsar 150cc Dtsi,Delhi,50000,9999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,50000,15000,black
3318994,42913,18936,Bajaj Pulsar 180cc Dtsi,Delhi,27900,40000,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,28000,35000,blue
3320493,42913,35065,Bajaj Pulsar 180cc Dtsi,Delhi,27900,40000,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,27000,52000,black
3320583,42914,343,Bajaj Discover 150 S Disc,Delhi,35000,22999,BlackAndBlue,Bajaj Pulsar 150 DTS- i,Delhi,35000,38000,black
3321348,42914,9305,Bajaj Discover 150 S Disc,Delhi,35000,22999,BlackAndBlue,Bajaj Discover 150 Standard,Delhi,35000,25000,B D Red
3322170,42914,18324,Bajaj Discover 150 S Disc,Delhi,35000,22999,BlackAndBlue,Bajaj Pulsar 150 Kick Start,Delhi,34000,36000,plasma blue
3323053,42914,28534,Bajaj Discover 150 S Disc,Delhi,35000,22999,BlackAndBlue,Bajaj Discover 150 Standard,Delhi,34000,31000,Black
3323317,42914,31217,Bajaj Discover 150 S Disc,Delhi,35000,22999,BlackAndBlue,Bajaj Discover 150 Standard,Delhi,35000,33000,black & blue
3326881,42915,34564,Hero Motocorp Super Splendor Alloy Self,Delhi,14500,35000,Black&Red,Hero Honda Super Splendor Drum Self,Delhi,14315,28000,Black & purple
3330542,42918,3411,Hero Honda Passion Pro,Delhi,8000,32000,BlackAndBlue,Hero Passion PRO Self Spoke,Delhi,8000,45000,Black
3333698,42919,2637,Hero Honda Karizma R,Delhi,50000,24000,RED,Hero Karizma ZMR Standard,Delhi,49000,65000,Black
3334837,42919,15684,Hero Honda Karizma R,Delhi,50000,24000,RED,Hero Honda Passion PRO Standard,Delhi,51000,26000,red
3337901,42920,14075,Hero Honda Karizma Zmr Pgm Fi,Delhi,16300,42999,White,Hero Honda CD Deluxe Standard,Delhi,16499,29000,blue
3338320,42920,18551,Hero Honda Karizma Zmr Pgm Fi,Delhi,16300,42999,White,Hero Honda Hunk Standard,Delhi,16808,40000,Black
3339604,42920,32762,Hero Honda Karizma Zmr Pgm Fi,Delhi,16300,42999,White,Hero Honda Xtreme Standard,Delhi,16500,50000,Black
3341750,42921,20718,Hero Honda Cbz Xtreme Self Start,Delhi,12000,42000,Black,Hero Honda CBZ extreme Self,Delhi,12000,60000,black
3349076,42923,30562,KTM RC 200,Delhi,5400,550000,Orange&Black,KTM RC390 Standard,Delhi,4500,215000,White
3354805,42925,22493,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Thunderbird 350 Disc,Delhi,7000,125000,Black
3354924,42925,24017,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Bullet 350 Standard,Delhi,6000,100000,Black
3355158,42925,26748,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Thunderbird 350 Standard,Delhi,6500,130000,marine blue
3355269,42925,27982,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Thunderbird 350 Disc Self,Delhi,5000,130000,Black
3355352,42925,28730,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Classic 350 Standard,Delhi,6800,160000,ash (white)
3355511,42925,30386,Royal Enfield Thunderbird 350,Delhi,6000,120000,Black,Royal Enfield Thunderbird 350 Disc,Delhi,5670,110000,Black
3374974,42933,31568,Tvs Star City Plus,Delhi,5000,40999,Red,TVS Star City Plus Electric Start,Delhi,4500,42000,red and black
3384370,42936,28565,TVS Star City Alloy,Delhi,39000,19999,Blue,TVS Star City Alloy wheels,Delhi,38000,14000,black & purple
3385132,42937,412,Yamaha SZ RR,Delhi,14500,22000,Black,Yamaha Fazer Standard,Delhi,15461,45000,BLUE
3385788,42937,8045,Yamaha SZ RR,Delhi,14500,22000,Black,Yamaha YZF R15 V1,Delhi,15000,75000,yellow
3385942,42937,9887,Yamaha SZ RR,Delhi,14500,22000,Black,Yamaha FZ S Standard,Delhi,15000,45000,black green
3386180,42937,12709,Yamaha SZ RR,Delhi,14500,22000,Black,Yamaha FZ1 Standard,Delhi,15000,55000,black
3387432,42937,26792,Yamaha SZ RR,Delhi,14500,22000,Black,Yamaha FZ16 Standard,Delhi,14650,42500,Black
3391438,42938,34728,Yamaha Fazer Fi Version 2.0,Delhi,34000,39999,MidNightBlack,Yamaha Fazer Standard,Delhi,35000,40000,black
3393622,42939,23715,Yamaha YZF R15 Version 2.0,Delhi,17000,64999,Black,Yamaha YZF R15 V1,Delhi,17600,63000,blue
3406379,43157,21783,Hero Honda Passion Pro,Delhi,24000,24000,Red,Hero Honda Karizma ZMR Standard,Delhi,25000,45000,CandyRed
3410104,43158,27717,Hero Honda Hunk,Delhi,56000,29999,BlackAndRed,Hero Honda Hunk Standard,Delhi,56000,30000,black red
3411644,43159,8494,Hero Honda Karizma R,Delhi,17000,33000,Black,Hero Karizma R,Delhi,17000,32000,red
3412239,43159,15169,Hero Honda Karizma R,Delhi,17000,33000,Black,Hero Honda CBZ extreme Self,Delhi,17000,40000,Black
3413283,43159,27199,Hero Honda Karizma R,Delhi,17000,33000,Black,Hero Honda Karizma ZMR Standard,Delhi,17000,41000,red+black
3413593,43159,30376,Hero Honda Karizma R,Delhi,17000,33000,Black,Hero Honda Pleasure Standard,Delhi,17000,35000,gray
3417275,43160,34865,TVS Apache RTR 180,Delhi,35000,38000,White,TVS Apache RTR 160 Rear Disc Brake,Delhi,35115,35000,Black
3419352,43161,22554,Yamaha SZ RR,Delhi,18000,44999,Red,Yamaha FZ S Standard,Delhi,19000,55000,Black Green
3426951,43421,34833,Yamaha FZ16,Delhi,21000,41000,Green,Yamaha FZ S Standard,Delhi,20100,70000,Black/orange
3428420,43455,15684,Hero Honda Cbz Xtreme Self Start,Delhi,50000,20000,RedAndBlack,Hero Honda Passion PRO Standard,Delhi,51000,26000,red
3431695,43461,16228,Yamaha YZF R15 Version 2.0,Delhi,13000,82000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,12066,95000,White - Limited Edit
3432158,43461,21325,Yamaha YZF R15 Version 2.0,Delhi,13000,82000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,12000,85000,Red and white
3441284,43464,15189,Yamaha YZF R15 Version 2.0,Delhi,18000,74999,WhiteAndRed,Yamaha YZF R15 V 2.0,Delhi,19000,75000,Blue
3447957,43468,17681,Yamaha FZ S,Delhi,30000,29000,Golden,Yamaha Fazer Standard,Delhi,31000,50000,Black
3449087,43468,30365,Yamaha FZ S,Delhi,30000,29000,Golden,Yamaha Fazer Standard,Delhi,31000,40000,Black
3452581,43469,33041,TVS Apache RTR 180,Delhi,15000,54000,White,TVS Apache RTR 160 Rear Disc Brake,Delhi,14000,64000,Black
3464186,43473,18680,Royal Enfield Bullet Electra Twinspark,Delhi,13000,74999,BlackAndSliver,Royal Enfield Thunderbird 350 Disc,Delhi,13500,75000,black
3467392,43474,18404,Royal Enfield Bullet Electra,Delhi,10000,95000,Silver,Royal Enfield Thunderbird 350 Disc Self,Delhi,10000,950000,Black Flicker
3468572,43474,31699,Royal Enfield Bullet Electra,Delhi,10000,95000,Silver,Royal Enfield Thunderbird 350 Disc Self,Delhi,9000,120000,Black
3468697,43474,32884,Royal Enfield Bullet Electra,Delhi,10000,95000,Silver,Royal Enfield Thunderbird 350 Disc Self,Delhi,9000,120000,Twight Black
3468971,43474,35339,Royal Enfield Bullet Electra,Delhi,10000,95000,Silver,Royal Enfield Bullet 350 Standard,Delhi,9000,100000,Black
3471761,43475,31235,Royal Enfield Bullet Electra Twinspark,Delhi,24500,69000,Black,Royal Enfield Bullet 350 Standard,Delhi,25000,65000,Red
3488090,43480,33136,Honda CB Trigger STD,Delhi,33000,54000,Black,Honda CB Twister Drum/Electric start,Delhi,33500,40000,black
3489497,43482,13333,Hero Honda Passion Pro,Delhi,30000,25000,Red&Black,Hero Honda Splendor Plus Disc,Delhi,30000,25000,blue
3489668,43482,15014,Hero Honda Passion Pro,Delhi,30000,25000,Red&Black,Hero Honda Hunk Standard,Delhi,29000,38000,GREY
3490566,43482,25182,Hero Honda Passion Pro,Delhi,30000,25000,Red&Black,Hero Honda Karizma Standard,Delhi,29000,45000,black
3491518,43482,35029,Hero Honda Passion Pro,Delhi,30000,25000,Red&Black,Hero Honda Karizma Standard,Delhi,30000,25000,black
3493357,43483,20005,Hero Honda Hunk,Delhi,37000,34999,Maroon,Hero Honda CD Dawn Standard,Delhi,36000,22000,Black
3493990,43483,27567,Hero Honda Hunk,Delhi,37000,34999,Maroon,Hero Honda CBZ extreme Self,Delhi,38000,35000,black
3494222,43483,29944,Hero Honda Hunk,Delhi,37000,34999,Maroon,Hero Honda Passion PRO Standard,Delhi,37000,30000,RED
3497442,43484,29878,Hero Honda Splendor Plus,Delhi,22000,19999,BlackAndBlue,Hero Honda CBZ extreme Self,Delhi,22700,32000,Black
